ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,DATE,SentimentScore,SentimentCategory
315,241,718,2025-09-03,2,"I love this product, will buy again!",2025-09-03,0.6696,Mixed
316,336,569,2025-05-11,2,Product did not meet my expectations.,2025-05-11,0.0,Negative
317,620,982,2024-08-04,3,The quality is top-notch.,2024-08-04,0.0,Neutral
318,798,198,2024-03-28,2,I had a bad experience with this product.,2024-03-28,-0.5423,Highly Negative
319,464,725,2023-11-30,1,"Excellent product, highly recommend!",2023-11-30,0.7773,Mixed
320,279,915,2023-06-07,4,Not worth the money.,2023-06-07,-0.1695,Mixed
321,639,239,2023-08-19,2,Not worth the money.,2023-08-19,-0.1695,Highly Negative
322,319,242,2023-06-06,4,Amazing value for the price.,2023-06-06,0.7351,Highly Positive
323,689,519,2025-11-21,2,Product did not meet my expectations.,2025-11-21,0.0,Negative
324,113,168,2023-02-25,5,"Excellent product, highly recommend!",2023-02-25,0.7773,Highly Positive
325,970,299,2025-01-14,3,Amazing value for the price.,2025-01-14,0.7351,Positive
326,349,571,2024-06-24,4,Not worth the money.,2024-06-24,-0.1695,Mixed
327,540,137,2025-03-19,3,"Good quality, but could be cheaper.",2025-03-19,0.2382,Neutral
328,314,704,2023-09-01,3,I had a bad experience with this product.,2023-09-01,-0.5423,Negative
329,617,27,2023-12-18,5,"Great purchase, very satisfied.",2023-12-18,0.8016,Highly Positive
330,445,527,2023-10-05,2,The quality is top-notch.,2023-10-05,0.0,Negative
331,887,462,2024-05-03,4,"Good quality, but could be cheaper.",2024-05-03,0.2382,Positive
332,822,149,2024-06-11,1,The quality is top-notch.,2024-06-11,0.0,Negative
333,345,125,2023-10-14,5,"Good quality, but could be cheaper.",2023-10-14,0.2382,Positive
334,816,757,2023-09-02,1,"Great purchase, very satisfied.",2023-09-02,0.8016,Mixed
335,939,604,2024-05-20,2,Not worth the money.,2024-05-20,-0.1695,Highly Negative
336,308,81,2024-05-15,1,The quality is top-notch.,2024-05-15,0.0,Negative
337,310,862,2025-07-02,1,"I love this product, will buy again!",2025-07-02,0.6696,Mixed
338,286,206,2025-10-29,5,"Average experience, nothing special.",2025-10-29,-0.3089,Mixed
339,815,893,2025-08-08,5,"Good quality, but could be cheaper.",2025-08-08,0.2382,Positive
340,633,285,2024-11-13,5,Customer support was very helpful.,2024-11-13,0.6997,Highly Positive
341,850,191,2023-09-26,4,Not worth the money.,2023-09-26,-0.1695,Mixed
342,811,66,2024-06-26,4,"Great purchase, very satisfied.",2024-06-26,0.8016,Highly Positive
343,322,259,2023-08-07,1,Not worth the money.,2023-08-07,-0.1695,Highly Negative
344,402,651,2023-07-20,1,Five stars for the quick delivery.,2023-07-20,0.0,Negative
345,140,655,2023-11-09,1,Five stars for the quick delivery.,2023-11-09,0.0,Negative
346,986,614,2023-05-31,3,"Great purchase, very satisfied.",2023-05-31,0.8016,Positive
347,734,191,2023-09-24,1,"Excellent product, highly recommend!",2023-09-24,0.7773,Mixed
348,799,834,2025-04-04,3,Five stars for the quick delivery.,2025-04-04,0.0,Neutral
349,772,961,2024-09-24,3,"Excellent product, highly recommend!",2024-09-24,0.7773,Positive
350,742,756,2023-02-10,1,"Good quality, but could be cheaper.",2023-02-10,0.2382,Negative
351,298,102,2025-02-20,5,Product did not meet my expectations.,2025-02-20,0.0,Positive
352,286,191,2025-11-26,3,I had a bad experience with this product.,2025-11-26,-0.5423,Negative
353,974,815,2023-01-29,1,I had a bad experience with this product.,2023-01-29,-0.5423,Highly Negative
354,907,374,2023-11-28,4,I had a bad experience with this product.,2023-11-28,-0.5423,Mixed
355,622,298,2023-08-29,5,I had a bad experience with this product.,2023-08-29,-0.5423,Mixed
356,956,641,2025-08-26,2,"Excellent product, highly recommend!",2025-08-26,0.7773,Mixed
357,832,525,2023-09-03,4,Amazing value for the price.,2023-09-03,0.7351,Highly Positive
358,835,652,2023-03-15,2,I had a bad experience with this product.,2023-03-15,-0.5423,Highly Negative
359,146,669,2023-05-03,3,I had a bad experience with this product.,2023-05-03,-0.5423,Negative
360,426,216,2024-06-01,3,Five stars for the quick delivery.,2024-06-01,0.0,Neutral
361,28,584,2025-01-22,1,Amazing value for the price.,2025-01-22,0.7351,Mixed
362,95,355,2023-02-18,2,Customer support was very helpful.,2023-02-18,0.6997,Mixed
363,646,433,2023-12-06,2,"Good quality, but could be cheaper.",2023-12-06,0.2382,Negative
364,542,391,2023-07-18,4,"Average experience, nothing special.",2023-07-18,-0.3089,Mixed
365,485,814,2024-10-22,2,"Average experience, nothing special.",2024-10-22,-0.3089,Highly Negative
366,497,208,2024-03-18,4,"Good quality, but could be cheaper.",2024-03-18,0.2382,Positive
367,192,290,2025-12-13,1,"Great purchase, very satisfied.",2025-12-13,0.8016,Mixed
368,884,225,2024-12-06,2,Not worth the money.,2024-12-06,-0.1695,Highly Negative
369,987,714,2024-04-09,1,Five stars for the quick delivery.,2024-04-09,0.0,Negative
370,66,386,2025-01-09,2,Shipping was fast and the item was well-packaged.,2025-01-09,0.0,Negative
371,37,235,2025-06-28,1,"Great purchase, very satisfied.",2025-06-28,0.8016,Mixed
372,348,804,2025-07-08,2,"I love this product, will buy again!",2025-07-08,0.6696,Mixed
373,208,54,2024-02-22,1,Shipping was fast and the item was well-packaged.,2024-02-22,0.0,Negative
374,102,490,2024-10-25,4,"I love this product, will buy again!",2024-10-25,0.6696,Highly Positive
375,45,339,2024-03-11,5,"Average experience, nothing special.",2024-03-11,-0.3089,Mixed
376,208,352,2025-08-06,5,Not worth the money.,2025-08-06,-0.1695,Mixed
377,636,884,2024-01-24,2,"Great purchase, very satisfied.",2024-01-24,0.8016,Mixed
378,585,193,2024-01-17,4,Five stars for the quick delivery.,2024-01-17,0.0,Positive
379,323,413,2023-01-19,4,Not worth the money.,2023-01-19,-0.1695,Mixed
380,139,231,2024-06-07,4,The quality is top-notch.,2024-06-07,0.0,Positive
381,294,932,2025-09-21,5,"I love this product, will buy again!",2025-09-21,0.6696,Highly Positive
382,603,11,2024-09-05,4,"I love this product, will buy again!",2024-09-05,0.6696,Highly Positive
383,28,344,2024-02-02,3,"Average experience, nothing special.",2024-02-02,-0.3089,Negative
384,416,45,2024-08-15,2,Five stars for the quick delivery.,2024-08-15,0.0,Negative
385,581,465,2025-06-21,4,"Excellent product, highly recommend!",2025-06-21,0.7773,Highly Positive
386,7,447,2024-03-26,2,"Average experience, nothing special.",2024-03-26,-0.3089,Highly Negative
387,225,35,2023-10-28,2,Shipping was fast and the item was well-packaged.,2023-10-28,0.0,Negative
388,760,97,2024-03-11,1,I had a bad experience with this product.,2024-03-11,-0.5423,Highly Negative
389,101,659,2023-06-26,5,Product did not meet my expectations.,2023-06-26,0.0,Positive
390,939,844,2025-05-20,5,"Good quality, but could be cheaper.",2025-05-20,0.2382,Positive
391,621,831,2023-12-09,5,"Great purchase, very satisfied.",2023-12-09,0.8016,Highly Positive
392,273,989,2024-12-04,3,Amazing value for the price.,2024-12-04,0.7351,Positive
393,35,887,2025-07-11,2,Amazing value for the price.,2025-07-11,0.7351,Mixed
394,739,301,2024-05-01,2,I had a bad experience with this product.,2024-05-01,-0.5423,Highly Negative
395,107,366,2023-10-09,5,"Great purchase, very satisfied.",2023-10-09,0.8016,Highly Positive
396,2,175,2024-06-01,4,Customer support was very helpful.,2024-06-01,0.6997,Highly Positive
397,32,910,2023-05-11,5,Shipping was fast and the item was well-packaged.,2023-05-11,0.0,Positive
398,178,970,2025-01-27,3,"Average experience, nothing special.",2025-01-27,-0.3089,Negative
399,404,121,2024-05-18,1,Not worth the money.,2024-05-18,-0.1695,Highly Negative
400,4,306,2025-12-18,1,Shipping was fast and the item was well-packaged.,2025-12-18,0.0,Negative
401,293,290,2025-04-05,5,"Good quality, but could be cheaper.",2025-04-05,0.2382,Positive
402,312,177,2025-03-12,2,"Great purchase, very satisfied.",2025-03-12,0.8016,Mixed
403,898,915,2023-10-29,4,Amazing value for the price.,2023-10-29,0.7351,Highly Positive
404,667,566,2023-01-04,5,Customer support was very helpful.,2023-01-04,0.6997,Highly Positive
405,776,93,2023-11-28,3,Customer support was very helpful.,2023-11-28,0.6997,Positive
406,748,951,2023-05-12,2,"Average experience, nothing special.",2023-05-12,-0.3089,Highly Negative
407,872,379,2024-11-13,1,Amazing value for the price.,2024-11-13,0.7351,Mixed
408,61,205,2024-05-01,1,"Excellent product, highly recommend!",2024-05-01,0.7773,Mixed
409,501,94,2025-01-25,4,Five stars for the quick delivery.,2025-01-25,0.0,Positive
410,394,427,2023-12-29,3,Customer support was very helpful.,2023-12-29,0.6997,Positive
411,19,63,2025-12-10,1,Five stars for the quick delivery.,2025-12-10,0.0,Negative
412,79,967,2023-06-13,4,Five stars for the quick delivery.,2023-06-13,0.0,Positive
413,876,756,2024-03-08,1,I had a bad experience with this product.,2024-03-08,-0.5423,Highly Negative
414,186,335,2025-04-16,1,I had a bad experience with this product.,2025-04-16,-0.5423,Highly Negative
415,202,580,2025-07-09,4,Customer support was very helpful.,2025-07-09,0.6997,Highly Positive
416,936,105,2023-09-25,4,Shipping was fast and the item was well-packaged.,2023-09-25,0.0,Positive
417,770,92,2025-04-01,3,"Excellent product, highly recommend!",2025-04-01,0.7773,Positive
418,758,694,2023-07-27,5,Product did not meet my expectations.,2023-07-27,0.0,Positive
419,148,216,2024-12-19,1,"Average experience, nothing special.",2024-12-19,-0.3089,Highly Negative
420,94,901,2025-11-02,4,Product did not meet my expectations.,2025-11-02,0.0,Positive
421,362,168,2025-10-25,4,Five stars for the quick delivery.,2025-10-25,0.0,Positive
422,724,935,2024-02-10,3,"Great purchase, very satisfied.",2024-02-10,0.8016,Positive
423,369,61,2024-06-23,2,Five stars for the quick delivery.,2024-06-23,0.0,Negative
424,447,17,2025-05-16,5,Five stars for the quick delivery.,2025-05-16,0.0,Positive
425,11,267,2025-04-01,1,"Good quality, but could be cheaper.",2025-04-01,0.2382,Negative
426,32,164,2023-07-14,5,I had a bad experience with this product.,2023-07-14,-0.5423,Mixed
427,527,320,2025-12-08,4,Product did not meet my expectations.,2025-12-08,0.0,Positive
428,456,462,2024-09-05,2,The quality is top-notch.,2024-09-05,0.0,Negative
429,860,47,2023-12-12,3,Customer support was very helpful.,2023-12-12,0.6997,Positive
430,955,683,2023-09-01,3,The quality is top-notch.,2023-09-01,0.0,Neutral
431,428,598,2023-11-03,2,Shipping was fast and the item was well-packaged.,2023-11-03,0.0,Negative
432,72,323,2024-11-28,5,Not worth the money.,2024-11-28,-0.1695,Mixed
433,132,558,2023-11-29,4,Five stars for the quick delivery.,2023-11-29,0.0,Positive
434,25,84,2023-05-23,4,Amazing value for the price.,2023-05-23,0.7351,Highly Positive
435,372,130,2023-10-21,1,I had a bad experience with this product.,2023-10-21,-0.5423,Highly Negative
436,578,668,2023-03-15,5,"I love this product, will buy again!",2023-03-15,0.6696,Highly Positive
437,806,595,2024-01-29,3,"Great purchase, very satisfied.",2024-01-29,0.8016,Positive
438,393,596,2023-07-27,4,"I love this product, will buy again!",2023-07-27,0.6696,Highly Positive
439,740,900,2024-01-22,3,"Average experience, nothing special.",2024-01-22,-0.3089,Negative
440,692,152,2023-01-31,5,Customer support was very helpful.,2023-01-31,0.6997,Highly Positive
441,723,570,2024-12-27,2,Not worth the money.,2024-12-27,-0.1695,Highly Negative
442,810,82,2025-07-01,4,"I love this product, will buy again!",2025-07-01,0.6696,Highly Positive
443,216,675,2025-01-30,4,I had a bad experience with this product.,2025-01-30,-0.5423,Mixed
444,208,416,2024-05-22,4,"Excellent product, highly recommend!",2024-05-22,0.7773,Highly Positive
445,121,889,2024-07-10,5,The quality is top-notch.,2024-07-10,0.0,Positive
446,547,990,2023-03-20,1,Five stars for the quick delivery.,2023-03-20,0.0,Negative
447,820,884,2024-12-10,2,I had a bad experience with this product.,2024-12-10,-0.5423,Highly Negative
448,620,857,2024-11-03,4,"Good quality, but could be cheaper.",2024-11-03,0.2382,Positive
449,447,395,2024-07-13,5,Shipping was fast and the item was well-packaged.,2024-07-13,0.0,Positive
450,620,527,2024-06-03,4,"Good quality, but could be cheaper.",2024-06-03,0.2382,Positive
451,15,485,2023-12-29,5,"Good quality, but could be cheaper.",2023-12-29,0.2382,Positive
452,585,597,2025-04-09,3,Customer support was very helpful.,2025-04-09,0.6997,Positive
453,467,986,2023-08-30,4,The quality is top-notch.,2023-08-30,0.0,Positive
454,658,540,2023-07-28,3,Five stars for the quick delivery.,2023-07-28,0.0,Neutral
455,976,361,2023-02-26,2,"Average experience, nothing special.",2023-02-26,-0.3089,Highly Negative
456,935,566,2023-03-02,4,Product did not meet my expectations.,2023-03-02,0.0,Positive
457,674,23,2024-12-23,4,The quality is top-notch.,2024-12-23,0.0,Positive
458,936,553,2023-06-19,3,Shipping was fast and the item was well-packaged.,2023-06-19,0.0,Neutral
459,107,933,2023-01-22,5,Customer support was very helpful.,2023-01-22,0.6997,Highly Positive
460,531,559,2024-12-30,2,"Excellent product, highly recommend!",2024-12-30,0.7773,Mixed
461,148,140,2025-10-20,2,I had a bad experience with this product.,2025-10-20,-0.5423,Highly Negative
462,249,845,2024-12-12,4,"I love this product, will buy again!",2024-12-12,0.6696,Highly Positive
463,104,982,2024-11-30,5,"I love this product, will buy again!",2024-11-30,0.6696,Highly Positive
464,462,803,2023-10-05,1,"I love this product, will buy again!",2023-10-05,0.6696,Mixed
465,693,513,2025-12-31,1,Not worth the money.,2025-12-31,-0.1695,Highly Negative
466,151,528,2025-12-19,4,"I love this product, will buy again!",2025-12-19,0.6696,Highly Positive
467,416,577,2024-06-17,3,Five stars for the quick delivery.,2024-06-17,0.0,Neutral
468,474,115,2023-11-14,2,"Average experience, nothing special.",2023-11-14,-0.3089,Highly Negative
469,186,530,2024-07-30,2,Product did not meet my expectations.,2024-07-30,0.0,Negative
470,258,694,2023-01-30,5,Five stars for the quick delivery.,2023-01-30,0.0,Positive
471,268,358,2025-08-27,4,Shipping was fast and the item was well-packaged.,2025-08-27,0.0,Positive
472,603,653,2025-05-08,5,The quality is top-notch.,2025-05-08,0.0,Positive
473,399,995,2025-09-12,5,Amazing value for the price.,2025-09-12,0.7351,Highly Positive
474,257,264,2024-09-04,5,Not worth the money.,2024-09-04,-0.1695,Mixed
475,885,559,2025-01-13,1,Shipping was fast and the item was well-packaged.,2025-01-13,0.0,Negative
476,328,329,2025-10-12,2,"Average experience, nothing special.",2025-10-12,-0.3089,Highly Negative
477,395,65,2025-04-12,3,Customer support was very helpful.,2025-04-12,0.6997,Positive
478,711,888,2025-11-13,4,I had a bad experience with this product.,2025-11-13,-0.5423,Mixed
479,912,342,2024-10-16,4,I had a bad experience with this product.,2024-10-16,-0.5423,Mixed
480,122,324,2023-02-16,1,Shipping was fast and the item was well-packaged.,2023-02-16,0.0,Negative
481,382,895,2023-05-28,3,"Excellent product, highly recommend!",2023-05-28,0.7773,Positive
482,185,510,2024-01-27,2,Product did not meet my expectations.,2024-01-27,0.0,Negative
483,154,866,2025-07-27,4,"I love this product, will buy again!",2025-07-27,0.6696,Highly Positive
484,259,322,2025-02-12,3,Not worth the money.,2025-02-12,-0.1695,Negative
485,258,61,2023-06-14,3,"Average experience, nothing special.",2023-06-14,-0.3089,Negative
486,383,259,2025-09-08,3,Customer support was very helpful.,2025-09-08,0.6997,Positive
487,563,699,2025-06-06,2,Shipping was fast and the item was well-packaged.,2025-06-06,0.0,Negative
488,602,890,2025-12-17,5,Amazing value for the price.,2025-12-17,0.7351,Highly Positive
489,312,220,2024-10-31,1,"Good quality, but could be cheaper.",2024-10-31,0.2382,Negative
490,862,732,2024-05-05,1,I had a bad experience with this product.,2024-05-05,-0.5423,Highly Negative
491,151,622,2024-11-02,1,"Excellent product, highly recommend!",2024-11-02,0.7773,Mixed
492,297,978,2024-01-08,3,"Excellent product, highly recommend!",2024-01-08,0.7773,Positive
493,24,460,2025-06-03,2,Five stars for the quick delivery.,2025-06-03,0.0,Negative
494,750,804,2025-09-03,4,"Good quality, but could be cheaper.",2025-09-03,0.2382,Positive
495,433,846,2023-11-26,3,The quality is top-notch.,2023-11-26,0.0,Neutral
496,144,44,2024-05-02,2,I had a bad experience with this product.,2024-05-02,-0.5423,Highly Negative
497,993,693,2025-12-20,2,Customer support was very helpful.,2025-12-20,0.6997,Mixed
498,663,296,2023-06-03,2,Not worth the money.,2023-06-03,-0.1695,Highly Negative
499,567,955,2025-04-06,3,"Great purchase, very satisfied.",2025-04-06,0.8016,Positive
500,971,609,2023-06-26,5,Five stars for the quick delivery.,2023-06-26,0.0,Positive
501,196,359,2025-01-02,4,I had a bad experience with this product.,2025-01-02,-0.5423,Mixed
502,42,738,2024-06-12,1,Not worth the money.,2024-06-12,-0.1695,Highly Negative
503,96,90,2024-11-04,5,The quality is top-notch.,2024-11-04,0.0,Positive
504,511,746,2024-09-02,2,"Average experience, nothing special.",2024-09-02,-0.3089,Highly Negative
505,126,168,2024-12-30,5,"I love this product, will buy again!",2024-12-30,0.6696,Highly Positive
506,239,848,2024-05-25,4,"Excellent product, highly recommend!",2024-05-25,0.7773,Highly Positive
507,582,190,2023-10-27,3,Shipping was fast and the item was well-packaged.,2023-10-27,0.0,Neutral
508,650,883,2025-08-18,3,"Excellent product, highly recommend!",2025-08-18,0.7773,Positive
509,368,378,2025-01-07,3,Shipping was fast and the item was well-packaged.,2025-01-07,0.0,Neutral
510,660,480,2024-10-17,1,"I love this product, will buy again!",2024-10-17,0.6696,Mixed
511,918,838,2025-09-10,4,Product did not meet my expectations.,2025-09-10,0.0,Positive
512,921,107,2025-05-18,3,Five stars for the quick delivery.,2025-05-18,0.0,Neutral
513,257,688,2025-02-16,1,Shipping was fast and the item was well-packaged.,2025-02-16,0.0,Negative
514,327,36,2023-03-30,2,"Good quality, but could be cheaper.",2023-03-30,0.2382,Negative
515,604,584,2025-08-13,4,Not worth the money.,2025-08-13,-0.1695,Mixed
516,962,98,2025-02-03,5,Shipping was fast and the item was well-packaged.,2025-02-03,0.0,Positive
517,672,766,2023-10-10,1,"Good quality, but could be cheaper.",2023-10-10,0.2382,Negative
518,459,295,2025-09-08,5,Amazing value for the price.,2025-09-08,0.7351,Highly Positive
519,912,786,2024-10-06,1,"Great purchase, very satisfied.",2024-10-06,0.8016,Mixed
520,622,274,2023-02-04,4,Not worth the money.,2023-02-04,-0.1695,Mixed
521,200,632,2023-07-27,1,Shipping was fast and the item was well-packaged.,2023-07-27,0.0,Negative
522,712,257,2023-10-12,2,"Average experience, nothing special.",2023-10-12,-0.3089,Highly Negative
523,971,693,2023-03-20,3,Not worth the money.,2023-03-20,-0.1695,Negative
524,674,801,2024-06-27,4,"Good quality, but could be cheaper.",2024-06-27,0.2382,Positive
525,66,594,2023-02-14,5,"Good quality, but could be cheaper.",2023-02-14,0.2382,Positive
526,377,293,2025-10-31,5,"Great purchase, very satisfied.",2025-10-31,0.8016,Highly Positive
527,685,357,2025-11-04,4,"I love this product, will buy again!",2025-11-04,0.6696,Highly Positive
528,375,987,2023-05-04,2,I had a bad experience with this product.,2023-05-04,-0.5423,Highly Negative
529,638,622,2024-10-15,1,"Good quality, but could be cheaper.",2024-10-15,0.2382,Negative
530,969,986,2023-02-07,4,"Great purchase, very satisfied.",2023-02-07,0.8016,Highly Positive
531,972,605,2024-06-20,1,Product did not meet my expectations.,2024-06-20,0.0,Negative
532,584,225,2023-08-16,5,Amazing value for the price.,2023-08-16,0.7351,Highly Positive
533,392,779,2023-11-18,4,Not worth the money.,2023-11-18,-0.1695,Mixed
534,630,389,2024-11-25,2,I had a bad experience with this product.,2024-11-25,-0.5423,Highly Negative
535,702,41,2024-01-15,3,Amazing value for the price.,2024-01-15,0.7351,Positive
536,373,274,2023-07-19,1,The quality is top-notch.,2023-07-19,0.0,Negative
537,111,361,2024-05-08,3,"Average experience, nothing special.",2024-05-08,-0.3089,Negative
538,379,536,2025-04-10,2,"Great purchase, very satisfied.",2025-04-10,0.8016,Mixed
539,301,284,2023-10-03,5,The quality is top-notch.,2023-10-03,0.0,Positive
540,245,151,2023-10-24,2,Amazing value for the price.,2023-10-24,0.7351,Mixed
541,639,84,2024-02-10,1,"I love this product, will buy again!",2024-02-10,0.6696,Mixed
542,280,962,2023-04-04,5,"Average experience, nothing special.",2023-04-04,-0.3089,Mixed
543,466,762,2025-09-18,3,Five stars for the quick delivery.,2025-09-18,0.0,Neutral
544,569,738,2025-01-27,1,The quality is top-notch.,2025-01-27,0.0,Negative
545,758,6,2023-04-06,2,Amazing value for the price.,2023-04-06,0.7351,Mixed
546,442,704,2023-10-04,5,"Great purchase, very satisfied.",2023-10-04,0.8016,Highly Positive
547,687,541,2024-09-14,2,Not worth the money.,2024-09-14,-0.1695,Highly Negative
548,785,434,2023-10-23,5,"Excellent product, highly recommend!",2023-10-23,0.7773,Highly Positive
549,605,158,2024-01-12,4,"Excellent product, highly recommend!",2024-01-12,0.7773,Highly Positive
550,890,572,2023-07-23,1,Shipping was fast and the item was well-packaged.,2023-07-23,0.0,Negative
551,231,329,2025-10-27,2,"Good quality, but could be cheaper.",2025-10-27,0.2382,Negative
552,674,492,2023-06-17,1,Not worth the money.,2023-06-17,-0.1695,Highly Negative
553,619,958,2024-03-29,2,Customer support was very helpful.,2024-03-29,0.6997,Mixed
554,510,819,2024-04-11,4,The quality is top-notch.,2024-04-11,0.0,Positive
555,344,640,2023-12-15,1,Shipping was fast and the item was well-packaged.,2023-12-15,0.0,Negative
556,758,476,2024-04-18,2,Not worth the money.,2024-04-18,-0.1695,Highly Negative
557,483,883,2023-07-23,3,Customer support was very helpful.,2023-07-23,0.6997,Positive
558,793,56,2024-09-30,3,"Good quality, but could be cheaper.",2024-09-30,0.2382,Neutral
559,94,684,2025-04-19,3,"I love this product, will buy again!",2025-04-19,0.6696,Positive
560,885,999,2023-02-11,3,Five stars for the quick delivery.,2023-02-11,0.0,Neutral
561,575,259,2024-07-28,2,"I love this product, will buy again!",2024-07-28,0.6696,Mixed
562,163,300,2023-08-29,3,Customer support was very helpful.,2023-08-29,0.6997,Positive
563,973,895,2025-01-20,4,Product did not meet my expectations.,2025-01-20,0.0,Positive
564,596,827,2025-11-22,4,Not worth the money.,2025-11-22,-0.1695,Mixed
565,689,547,2025-12-18,3,"Great purchase, very satisfied.",2025-12-18,0.8016,Positive
566,800,506,2024-03-28,5,"I love this product, will buy again!",2024-03-28,0.6696,Highly Positive
567,973,617,2024-07-28,3,"I love this product, will buy again!",2024-07-28,0.6696,Positive
568,830,31,2025-09-28,5,Customer support was very helpful.,2025-09-28,0.6997,Highly Positive
569,788,727,2024-07-18,2,"Great purchase, very satisfied.",2024-07-18,0.8016,Mixed
570,894,78,2024-02-08,2,Shipping was fast and the item was well-packaged.,2024-02-08,0.0,Negative
571,795,715,2024-11-11,1,Not worth the money.,2024-11-11,-0.1695,Highly Negative
572,508,761,2024-09-07,3,Shipping was fast and the item was well-packaged.,2024-09-07,0.0,Neutral
573,497,797,2024-02-28,2,The quality is top-notch.,2024-02-28,0.0,Negative
574,726,989,2025-04-15,1,"Excellent product, highly recommend!",2025-04-15,0.7773,Mixed
575,553,482,2024-07-05,3,"I love this product, will buy again!",2024-07-05,0.6696,Positive
576,704,819,2024-06-08,1,Product did not meet my expectations.,2024-06-08,0.0,Negative
577,65,193,2025-01-02,1,Not worth the money.,2025-01-02,-0.1695,Highly Negative
578,292,98,2023-05-04,3,Five stars for the quick delivery.,2023-05-04,0.0,Neutral
579,269,591,2025-01-16,3,Five stars for the quick delivery.,2025-01-16,0.0,Neutral
580,999,203,2025-08-09,2,Not worth the money.,2025-08-09,-0.1695,Highly Negative
581,577,939,2025-08-05,4,"Great purchase, very satisfied.",2025-08-05,0.8016,Highly Positive
582,734,20,2024-07-16,1,I had a bad experience with this product.,2024-07-16,-0.5423,Highly Negative
583,121,594,2025-01-27,3,"Great purchase, very satisfied.",2025-01-27,0.8016,Positive
584,806,894,2024-02-14,5,"Average experience, nothing special.",2024-02-14,-0.3089,Mixed
585,753,960,2025-03-31,4,Shipping was fast and the item was well-packaged.,2025-03-31,0.0,Positive
586,421,953,2025-04-19,4,"Great purchase, very satisfied.",2025-04-19,0.8016,Highly Positive
587,192,62,2024-12-01,4,The quality is top-notch.,2024-12-01,0.0,Positive
588,496,457,2024-09-26,1,"Great purchase, very satisfied.",2024-09-26,0.8016,Mixed
589,835,385,2023-07-10,4,"Average experience, nothing special.",2023-07-10,-0.3089,Mixed
590,655,640,2023-03-28,1,Five stars for the quick delivery.,2023-03-28,0.0,Negative
591,476,415,2023-09-15,4,"Great purchase, very satisfied.",2023-09-15,0.8016,Highly Positive
592,726,665,2023-05-26,3,"I love this product, will buy again!",2023-05-26,0.6696,Positive
593,687,572,2025-08-08,4,Five stars for the quick delivery.,2025-08-08,0.0,Positive
594,230,205,2025-06-27,1,The quality is top-notch.,2025-06-27,0.0,Negative
595,585,628,2024-05-12,4,Amazing value for the price.,2024-05-12,0.7351,Highly Positive
596,942,89,2025-01-09,4,Shipping was fast and the item was well-packaged.,2025-01-09,0.0,Positive
597,811,466,2024-09-25,2,"Excellent product, highly recommend!",2024-09-25,0.7773,Mixed
598,480,669,2025-05-12,2,Five stars for the quick delivery.,2025-05-12,0.0,Negative
599,881,119,2023-06-28,3,Customer support was very helpful.,2023-06-28,0.6997,Positive
600,955,497,2024-03-12,3,"Excellent product, highly recommend!",2024-03-12,0.7773,Positive
601,120,617,2023-09-26,1,Shipping was fast and the item was well-packaged.,2023-09-26,0.0,Negative
602,835,850,2023-02-01,1,"Good quality, but could be cheaper.",2023-02-01,0.2382,Negative
603,702,860,2024-07-04,3,Shipping was fast and the item was well-packaged.,2024-07-04,0.0,Neutral
604,611,891,2025-06-07,4,The quality is top-notch.,2025-06-07,0.0,Positive
605,802,385,2023-02-11,5,Shipping was fast and the item was well-packaged.,2023-02-11,0.0,Positive
606,718,112,2024-02-23,4,"Average experience, nothing special.",2024-02-23,-0.3089,Mixed
607,341,137,2023-07-12,4,I had a bad experience with this product.,2023-07-12,-0.5423,Mixed
608,325,359,2025-10-05,1,"Average experience, nothing special.",2025-10-05,-0.3089,Highly Negative
609,949,80,2023-11-22,2,Customer support was very helpful.,2023-11-22,0.6997,Mixed
610,715,545,2025-10-01,3,I had a bad experience with this product.,2025-10-01,-0.5423,Negative
611,983,450,2024-05-07,5,"Great purchase, very satisfied.",2024-05-07,0.8016,Highly Positive
612,729,640,2024-07-08,1,"Great purchase, very satisfied.",2024-07-08,0.8016,Mixed
613,743,720,2025-09-14,4,The quality is top-notch.,2025-09-14,0.0,Positive
614,619,645,2024-01-18,3,"I love this product, will buy again!",2024-01-18,0.6696,Positive
615,707,131,2025-10-10,3,"Excellent product, highly recommend!",2025-10-10,0.7773,Positive
616,199,795,2024-01-15,4,Not worth the money.,2024-01-15,-0.1695,Mixed
617,563,373,2025-11-05,2,"Great purchase, very satisfied.",2025-11-05,0.8016,Mixed
618,731,688,2025-08-18,2,"Good quality, but could be cheaper.",2025-08-18,0.2382,Negative
619,293,495,2024-09-07,1,The quality is top-notch.,2024-09-07,0.0,Negative
620,582,835,2023-09-26,3,Five stars for the quick delivery.,2023-09-26,0.0,Neutral
621,955,730,2025-06-04,5,"I love this product, will buy again!",2025-06-04,0.6696,Highly Positive
622,379,402,2025-11-02,2,Amazing value for the price.,2025-11-02,0.7351,Mixed
623,718,957,2024-03-19,5,"Good quality, but could be cheaper.",2024-03-19,0.2382,Positive
624,243,152,2024-08-10,4,Product did not meet my expectations.,2024-08-10,0.0,Positive
625,811,17,2024-05-01,5,Amazing value for the price.,2024-05-01,0.7351,Highly Positive
626,663,196,2023-04-20,2,Shipping was fast and the item was well-packaged.,2023-04-20,0.0,Negative
627,471,823,2023-03-02,1,Five stars for the quick delivery.,2023-03-02,0.0,Negative
